WarNum,WarName,V5RegionNum,WarType,CcodeA,SideA,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TotNatMonWar,TransFrom,Initiator,Outcome,TransTo,DeathsSideA,DeathsSideB,TotalBDeaths,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorDeaths2,RecipientDeaths2,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE,cluster
697.6,Shaikh Said's Rebellion of 1925,5,5,640,Turkey,Zaza Kurds,0,2,8,1925,9,16,1925,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,219,7.3,7.3,-8,Zaza Kurds,1,-8,2250,2750,5000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,5000,Not in Americas,1925-02-08,NA,NA,NA,1925-09-16,NA,NA,NA,2750,2250,2750,2250,500,7.122507122507123e-4,107,2750,2250,500,7.122507122507123e-4,Other,4
697.8,Labrang War of 1925-1926,6,7,-8,Golok Tibetans,Gansu Muslims,0,6,15,1925,-9,-9,1926,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,361,12.03,12.03,-8,Golok Tibetans,2,-8,600,400,1000,5.1,Intercommunal,Asia and Oceania,Side B wins,Other,Side B,1000,Not in Americas,1925-06-15,NA,NA,NA,1926-09-09,NA,NA,NA,600,400,600,400,200,2.849002849002849e-4,107,600,400,200,2.849002849002849e-4,Other,4
698,Anti-Fengtien War of 1925-1926,6,7,-8,Guominjun,Fengtien Army,0,11,23,1925,4,21,1926,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,149,4.97,4.97,-8,Guominjun,4,700,-9,-9,5000,5.1,Intercommunal,Asia and Oceania,War transformed into another War,Other,Other,5000,Not in Americas,1925-11-23,NA,NA,NA,1926-04-21,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,107,300,2000,-1700,0.0024216524216524216,Other,4
700,Chinese Northern Expedition of 1926-1928,6,4,710,China,GMD and CCP,1,4,22,1926,6,8,1928,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,767,25.57,25.87,698,GMD and CCP,2,-8,-9,-9,65000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1926-04-22,NA,NA,NA,1928-06-08,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,108,4000,39516,-35516,0.05059259259259259,Recipient Won,2
701,Cristeros Revolt of 1926-1929,1,4,70,Mexico,Cristeros,0,8,29,1926,7,17,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1039,34.63,34.63,-8,Cristeros,3,-8,55000,35000,90000,5.1,Civil War: Central Control,North America,Compromise,Civil War: Central Control,Other,50000,Americas,1926-08-29,NA,NA,NA,1929-07-17,NA,NA,NA,35000,55000,35000,55000,-20000,0.02849002849002849,108,35000,55000,-20000,0.02849002849002849,Other,1
702,First KMT-CCP War of 1927,6,7,-8,GMD,CCP,0,8,1,1927,12,13,1927,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,133,4.43,4.43,-8,CCP,1,-8,-9,-9,2000,5.1,Intercommunal,Asia and Oceania,Side A wins,Other,Side A,2000,Not in Americas,1927-08-01,NA,NA,NA,1927-12-13,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,109,800,1000,-200,2.849002849002849e-4,Other,4
702.5,Second Gansu Muslim Revolt of 1928-1929,6,5,710,China,Gansu Muslims,0,6,8,1928,5,20,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,343,11.43,11.43,-8,Gansu Muslims,4,707.5,-9,-9,20000,5.1,Civil War: Local Issues,Asia and Oceania,War transformed into another War,Civil War: Local Issues,Other,20000,Not in Americas,1928-06-08,NA,NA,NA,1929-05-20,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,110,200,737,-537,7.649572649572649e-4,Other,4
703,Ethiopian Northern Resistance of 1928-1930,4,5,530,Ethiopia,Northern Resistance,0,10,15,1928,4,30,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,556,18.53,18.53,-8,Northern Resistance,1,-8,-9,-9,2000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1928-10-15,NA,NA,NA,1930-04-30,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,110,18476,16800,1676,0.0023874643874643876,Other,4
705,Second Afghan Anti-Reform War of 1928-1929,6,4,700,Afghanistan,Anti-Reform Rebels,0,11,10,1928,10,13,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,334,11.13,11.13,-8,Anti-Reform Rebels,1,-8,3750,3750,7500,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,7500,Not in Americas,1928-11-10,NA,NA,NA,1929-10-13,NA,NA,NA,3750,3750,3750,3750,0,0,110,3750,3750,0,0,Other,1
707,Escobar Rebellion of 1929,1,4,70,Mexico,Escobar-led Rebels,0,3,3,1929,5,4,1929,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,62,2.07,2.07,-8,Escobar Led Rebels,1,-8,400,1600,2000,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,2000,Americas,1929-03-03,NA,NA,NA,1929-05-04,NA,NA,NA,1600,400,1600,400,1200,0.0017094017094017094,111,1600,400,1200,0.0017094017094017094,Other,1
707.3,Ikhwan Revolt of 1929-1930,5,4,670,Saudi Arabia,Ikhwan,0,3,30,1929,1,10,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,281,9.37,9.37,-8,Saudi Arabia,1,-8,-9,-9,2000,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,2000,Not in Americas,1929-03-30,NA,NA,NA,1930-01-10,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,111,6399,14250,-7851,0.011183760683760684,Initiator Won,1
707.5,Central Plains War of 1929-1930,6,4,710,China,Warlord Armies,0,3,31,1929,6,29,1929,9,17,1929,10,13,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,477,15.9,15.9,-8,China,1,-8,37500,62500,100000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,50000,Not in Americas,1929-03-31,1929-09-17,NA,NA,1929-06-29,1930-10-13,NA,NA,37500,62500,37500,62500,-25000,0.03561253561253561,111,37500,62500,-25000,0.03561253561253561,Initiator Won,1
708,Ararat Revolt of  1930,5,5,640,Turkey,Kurds,0,4,-9,1930,11,14,1930,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,210,7,7,-8,Turkey,1,-8,-9,-9,4000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,4000,Not in Americas,1930-04-09,NA,NA,NA,1930-11-14,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,112,2000,4000,-2000,0.002849002849002849,Initiator Won,4
709,Campaign Against Ibrahim Beg of 1930-1931,6,5,700,Afghanistan,Army of Islam,0,10,-9,1930,3,31,1931,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,167,5.57,5.57,-8,Afghanistan,1,-8,700,300,1000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,1000,Not in Americas,1930-10-09,NA,NA,NA,1931-03-31,NA,NA,NA,700,300,700,300,400,5.698005698005698e-4,112,700,300,400,5.698005698005698e-4,Initiator Won,4
710,Chinese Civil War phase 1 of 1930-1936,6,4,710,China,Chinese Workers,0,11,5,1930,12,25,1936,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2211,73.7,73.7,-8,China,3,-8,200000,200000,400000,5.1,Civil War: Central Control,Asia and Oceania,Compromise,Civil War: Central Control,Other,50000,Not in Americas,1930-11-05,NA,NA,NA,1936-12-25,NA,NA,NA,200000,200000,200000,200000,0,0,112,200000,200000,0,0,Other,1
711,Kumul Rebellion of 1931-1932,6,6,-8,Xinjiang,Kumuliks and allies,0,4,4,1931,2,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,316,10.33,10.33,-8,Kumulliks,4,711.5,-9,-9,3000,5.1,Regional Internal,Asia and Oceania,War transformed into another War,Other,Other,3000,Not in Americas,1931-04-04,NA,NA,NA,1932-02-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,113,2035,1800,235,3.347578347578348e-4,Other,4
711.5,Xinjiang Muslim Revolt of 1931-1934,6,6,710,China,Xinjiang,1,2,-9,1932,7,-9,1933,9,-9,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,669,22,23.5,711,China,2,-8,-9,-9,7000,5.1,Regional Internal,Asia and Oceania,Side B wins,Other,Side B,7000,Not in Americas,1932-02-09,1933-09-09,NA,NA,1933-07-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,114,3000,500,2500,0.0035612535612535613,Other,2
712,Matanza War of 1932,1,4,92,El Salvador,Leftists,0,1,18,1932,1,29,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,0.4,-8,Leftists,1,-8,100,2500,2600,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,2600,Americas,1932-01-18,NA,NA,NA,1932-01-29,NA,NA,NA,2500,100,2500,100,2400,0.003418803418803419,114,2500,100,2400,0.003418803418803419,Other,1
712.5,Mongolian Armed Uprising of 1932,6,5,712,Mongolia,Buddhist Rebels,1,4,12,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,184,6.13,10.17,-8,Buddhist Rebels,1,-8,600,1400,2000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1932-04-12,NA,NA,NA,1932-10-09,NA,NA,NA,1400,600,1400,600,800,0.0011396011396011395,114,1400,600,800,0.0011396011396011395,Other,2
713,Aprista Revolt of 1932,2,4,135,Peru,Apristas,0,5,7,1932,7,17,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,71,2.37,2.37,-8,Apristas,1,-8,110,1100,1210,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1210,Americas,1932-05-07,NA,NA,NA,1932-07-17,NA,NA,NA,1100,110,1100,110,990,0.0014102564102564104,114,1100,110,990,0.0014102564102564104,Other,1
715,Paulista Rebellion of 1932,2,4,140,Brazil,Paulistas,0,7,9,1932,10,4,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,2.87,-8,Paulistas,1,-8,1050,2200,3250,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,3250,Americas,1932-07-09,NA,NA,NA,1932-10-04,NA,NA,NA,2200,1050,2200,1050,1150,0.0016381766381766381,114,2200,1050,1150,0.0016381766381766381,Other,1
715.6,Xinjiang Hui-Uyghur War of 1933-1934,6,7,-8,Hui,Uyghur and Kirghiz,0,5,18,1933,4,12,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,325,10.83,10.83,-8,Uyghur and Kirghiz,1,-8,-9,-9,1000,5.1,Intercommunal,Asia and Oceania,Side A wins,Other,Side A,1000,Not in Americas,1933-05-18,NA,NA,NA,1934-04-12,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,115,37500,20000,17500,0.02492877492877493,Other,4
716,Fukien Revolt of 1933-1934,6,4,710,China,19th Route Army,0,11,20,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,2.87,-8,China,1,-8,-9,-9,1000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1933-11-20,NA,NA,NA,1934-02-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,115,1800,500,1300,0.001851851851851852,Initiator Won,1
717,Spainish Miners War of 1934,3,4,230,Spain,Asturian Miners,0,10,4,1934,10,18,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,15,0.5,0.5,-8,Asturian Miners,1,-8,284,1051,1335,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,1335,Not in Americas,1934-10-04,NA,NA,NA,1934-10-18,NA,NA,NA,1051,284,1051,284,767,0.0010925925925925925,116,1051,284,767,0.0010925925925925925,Other,1
718,Spanish Civil War of 1936-1939,3,4,230,Spain,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,159.17,-8,Falange,2,-8,181300,128100,309400,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1936-07-18,NA,NA,NA,1939-03-29,NA,NA,NA,128100,181300,128100,181300,-53200,0.07578347578347579,118,128100,181300,-53200,0.07578347578347579,Recipient Won,2
718.5,Dersim Revolt of 1937-1938,5,4,640,Turkey,Dersim Kurds,0,5,8,1937,6,-9,1938,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,398,13.27,13.27,-8,Dersim Kurds,1,-8,200,1000,1200,5.1,Civil War: Central Control,Middle East and North Africa,Side A wins,Civil War: Central Control,Side A,1200,Not in Americas,1937-05-08,NA,NA,NA,1938-06-09,NA,NA,NA,1000,200,1000,200,800,0.0011396011396011395,119,1000,200,800,0.0011396011396011395,Other,1
719,KMT-CCP Clashes of 1939-1941,6,4,710,China,CCP,0,2,-9,1939,12,6,1941,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1012,33.73,33.73,-8,China,6,-8,-9,-9,31000,5.1,Civil War: Central Control,Asia and Oceania,Stalemate,Civil War: Central Control,Other,31000,Not in Americas,1939-02-09,NA,NA,NA,1941-12-06,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,121,2000,1000,1000,0.0014245014245014246,Other,1
719.6,Weyane Rebellion of 1943,4,5,530,Ethiopia,Weyane Rebels,0,5,22,1943,10,17,1943,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,146,4.87,4.87,-8,Weyane Rebels,1,-8,-9,-9,1000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,1000,Not in Americas,1943-05-22,NA,NA,NA,1943-10-17,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,125,18476,6250,12226,0.017415954415954418,Other,4
719.8,Ili Uprising of 1944-1945,6,5,710,China,East Turkestan Republic,0,10,8,1944,9,17,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,340,11.33,11.33,-8,East Turkestan Republic,3,-8,-9,-9,30000,5.1,Civil War: Local Issues,Asia and Oceania,Compromise,Civil War: Local Issues,Other,30000,Not in Americas,1944-10-08,NA,NA,NA,1945-09-17,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,126,3000,1750,1250,0.0017806267806267807,Other,4
720,Greek Civil War round 2  of 1944-1945,3,4,350,Greece,EAM-ELAS,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,2.6,-8,EAM-ELAS,1,-8,737,1000,1737,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,1737,Not in Americas,1944-12-03,NA,NA,NA,1945-01-11,NA,NA,NA,1000,737,1000,737,263,3.7464387464387466e-4,126,1000,737,263,3.7464387464387466e-4,Other,2
721,Polish Ukrainians War of 1945-1947,3,5,365,USSR,UPA,1,5,8,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,911,30.37,59.07,-8,UPA,1,-8,13100,8700,21800,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,21800,Not in Americas,1945-05-08,NA,NA,NA,1947-11-18,NA,NA,NA,8700,13100,8700,13100,-4400,0.0062678062678062675,127,8700,13100,-4400,0.0062678062678062675,Other,2
722,Ukrainian Partisans War of 1945-1947,3,5,365,USSR,UPA,0,5,8,1945,12,31,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,954,31.8,31.8,-8,UPA,1,-8,25000,56600,81600,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,50000,Not in Americas,1945-05-08,NA,NA,NA,1947-12-31,NA,NA,NA,56600,25000,56600,25000,31600,0.045014245014245016,127,56600,25000,31600,0.045014245014245016,Other,4
723,Forest Brethren War of 1945-1949,3,5,365,USSR,Baltic Partisans,0,5,8,1945,12,31,1949,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1674,55.8,55.8,-8,Baltic Partisans,1,-8,20000,30000,50000,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,50000,Not in Americas,1945-05-08,NA,NA,NA,1949-12-31,NA,NA,NA,30000,20000,30000,20000,10000,0.014245014245014245,127,30000,20000,10000,0.014245014245014245,Other,4
723.5,Chinese Civil War phase 2 of 1945-1950,6,4,710,China,CCP,0,9,10,1945,4,21,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1662,55.4,55.4,-8,CCP,2,-8,600000,600000,1200000,5.1,Civil War: Central Control,Asia and Oceania,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1945-09-10,NA,NA,NA,1950-04-21,NA,NA,NA,600000,600000,600000,600000,0,0,127,600000,600000,0,0,Recipient Won,2
724,Greek Civil War round 3 of 1946-1949,3,4,350,Greece,Communists,1,2,12,1946,10,16,1949,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1325,44.17,88.33,-8,Communists,1,-8,18180,50000,68180,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,50000,Not in Americas,1946-02-12,NA,NA,NA,1949-10-16,NA,NA,NA,50000,18180,50000,18180,31820,0.04532763532763533,128,50000,18180,31820,0.04532763532763533,Other,2
726,Taiwan Revolt of 1947,6,5,710,China,Taiwanese,0,2,28,1947,3,21,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,22,0.73,0.73,-8,Taiwanese,1,-8,200,1800,2000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1947-02-28,NA,NA,NA,1947-03-21,NA,NA,NA,1800,200,1800,200,1600,0.002279202279202279,129,1800,200,1600,0.002279202279202279,Other,4
727,Paraguay War of 1947,2,4,150,Paraguay,Leftists,0,3,7,1947,8,20,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,164,5.47,5.47,-8,Leftists,1,-8,1500,2500,4000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,4000,Americas,1947-03-07,NA,NA,NA,1947-08-20,NA,NA,NA,2500,1500,2500,1500,1000,0.0014245014245014246,129,2500,1500,1000,0.0014245014245014246,Other,1
728,Sanaa Revolt of 1948,5,4,678,Yemen,Pro-Ahmad Forces,0,2,25,1948,3,20,1948,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,26,0.87,0.87,-8,Pro-Ahmad Forces,2,-8,-9,-9,2000,5.1,Civil War: Central Control,Middle East and North Africa,Side B wins,Civil War: Central Control,Side B,2000,Not in Americas,1948-02-25,NA,NA,NA,1948-03-20,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,130,6000,3000,3000,0.004273504273504274,Recipient Won,1
730,Costa Rica War of 1948,1,4,94,Costa Rica,Army of National Liberation,0,3,12,1948,4,17,1948,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,36,1.2,1.2,-8,Army of National Liberation,2,-8,1500,100,1600,5.1,Civil War: Central Control,North America,Side B wins,Civil War: Central Control,Side B,1600,Americas,1948-03-12,NA,NA,NA,1948-04-17,NA,NA,NA,100,1500,100,1500,-1400,0.0019943019943019944,130,100,1500,-1400,0.0019943019943019944,Recipient Won,1
730.5,First Burmese War of 1948-1950,6,4,775,Burma,Karens and Communists,0,4,2,1948,12,10,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,969,32.3,32.3,-8,Communists,7,-8,1352,2072,3424,5.1,Civil War: Central Control,Asia and Oceania,Conflict continues below war level,Civil War: Central Control,Other,3424,Not in Americas,1948-04-02,NA,NA,NA,1950-12-10,NA,NA,NA,2072,1352,2072,1352,720,0.0010256410256410256,130,2072,1352,720,0.0010256410256410256,Other,1
731,La Violencia first wave of 1948-1953,2,4,100,Colombia,Liberals,0,4,9,1948,9,12,1953,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1954,65.13,65.13,-8,Liberals,1,-8,16800,19200,36000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,36000,Americas,1948-04-09,NA,NA,NA,1953-09-12,NA,NA,NA,19200,16800,19200,16800,2400,0.003418803418803419,130,19200,16800,2400,0.003418803418803419,Other,1
732.5,Telengana Rebellion of 1948-1950,6,4,750,India,Hyderabad Communists,0,10,1,1948,12,31,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,811,27.03,27.03,-8,India,1,-8,250,2000,2250,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,2250,Not in Americas,1948-10-01,NA,NA,NA,1950-12-31,NA,NA,NA,250,2000,250,2000,-1750,0.002492877492877493,130,250,2000,-1750,0.002492877492877493,Initiator Won,1
733,Huk Rebellion of 1950-1954,6,5,840,Philippines,Huks,0,4,14,1950,5,17,1954,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1474,49.13,49.13,-8,Huks,1,-8,1578,9695,11273,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,11273,Not in Americas,1950-04-14,NA,NA,NA,1954-05-17,NA,NA,NA,9695,1578,9695,1578,8117,0.011562678062678062,132,9695,1578,8117,0.011562678062678062,Other,4
734,South Moluccas War of 1950,6,5,850,Indonesia,Republik Maluku Selan,0,7,13,1950,11,3,1950,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,111,3.7,3.7,-8,Indonesia,1,-8,-9,-9,3000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,3000,Not in Americas,1950-07-13,NA,NA,NA,1950-11-03,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,132,2655,550,2105,0.0029985754985754984,Initiator Won,4
736,Indonesia Darul Islam Rebellion of 1951-1962,6,4,850,Indonesia,Darul Islam,0,1,1,1951,6,4,1962,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4114,137.13,137.13,-8,Indonesia,1,-8,8000,12000,20000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,20000,Not in Americas,1951-01-01,NA,NA,NA,1962-06-04,NA,NA,NA,8000,12000,8000,12000,-4000,0.005698005698005698,133,8000,12000,-4000,0.005698005698005698,Initiator Won,1
737,Bolivian National Revolution of 1952,2,4,145,Bolivia,MNR,0,4,8,1952,4,11,1952,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,0.13,0.13,-8,MNR,2,-8,-9,-9,1000,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,1000,Americas,1952-04-08,NA,NA,NA,1952-04-11,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,134,6000,4000,2000,0.002849002849002849,Recipient Won,1
739,La Violencia second wave of 1955-1962,2,4,100,Colombia,Liberal Guerillas,0,6,13,1955,12,31,1962,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2719,90.63,90.63,-8,Colombia,7,-8,-9,-9,14000,5.1,Civil War: Central Control,South America,Conflict continues below war level,Civil War: Central Control,Other,14000,Americas,1955-06-13,NA,NA,NA,1962-12-31,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,137,700,1352,-652,9.287749287749288e-4,Other,1
740,Argentine Military War of 1955,2,4,160,Argentina,Military Rebels,0,6,15,1955,9,19,1955,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,95,3.17,3.17,-8,Military Rebels,2,-8,-9,-9,2100,5.1,Civil War: Central Control,South America,Side B wins,Civil War: Central Control,Side B,2100,Americas,1955-06-15,NA,NA,NA,1955-09-19,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,137,20000,2000,18000,0.02564102564102564,Recipient Won,1
740.5,Liangshan Rebellion of 1955-1957,6,5,710,China,Liangshan Rebels,0,12,-9,1955,10,-9,1957,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,661,22.03,22.03,-8,Liangshan,1,-8,-9,-9,10000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,10000,Not in Americas,1955-12-09,NA,NA,NA,1957-10-09,NA,NA,NA,-9,-9,NaN,NaN,NaN,NaN,137,8000,2800,5200,0.007407407407407408,Other,4
